   29478    21.6392994    12.3277397     0.2422178     0.3005731    11.3658867    67.6750412   201.2710114   527.6292114   967.6172485
   32523     0.6366578    43.5726509     0.2538527     0.2831703     9.3955097    53.1464806   191.6055145   418.9460144   930.3469849
   33107    84.7412491    21.3145599     0.2520251     0.2415152     9.3399639    60.4565964   159.0743713   338.1926880   649.5232544
   37582    51.8883514    24.6610298     0.2675548     0.5235320    17.7468338    92.9859161   261.3749390   650.9780273   971.4177246
   37660    49.2862892    37.2870789     0.2659140     0.3089082    12.3983688    55.0877495   180.1989441   518.9110718   916.3237915
   38295    35.6068001    62.4086990     0.2674268     0.3094050    14.5050821    61.1272736   193.1899567   559.6564941   720.0065308
   40896    80.4266434    34.7183990     0.2728468     0.2101455    13.0744238    44.7406578   200.3542023   425.5797424   696.5364990
   41518     4.4158111    27.6357307     0.2757463     0.2695106     9.1307688    39.1508331   190.5276947   288.5414124   596.8451538
   44515    82.8199768    24.9120808     0.2821142     0.2725341    16.6187973    63.0324631   254.1787109   644.9729004  1047.4423828
   46156    55.7237282    59.3193893     0.2844867     0.3901792    12.3567076    87.4745483   299.9170532   355.9525452  1185.9366455
   47672     4.4463410    44.4360809     0.2922574     0.3382294    10.3596611    79.8057556   216.0573273   513.6813965   956.9758301
   48592     4.3593268    44.1531410     0.2907886     0.3649155     8.2340794    65.4966125   211.3318329   350.3992004   808.0975952
   48738    83.6830368    31.6935692     0.2955839     0.3496075    14.9149799    70.6776733   294.4837036   360.6437988   987.4520874
   50907    64.3009567    47.8992805     0.2962347     0.4094862    13.0221357    64.3632431   256.3296509   535.3947754  1106.7360840
   52126    81.2054291    51.5229683     0.2997540     0.2876605     7.5461149    32.6377983   182.4409485   307.4234009   599.4920044
   64686    44.3012810    23.0292301     0.3271089     0.2405877     7.2346120    37.1262512   146.7152100   241.3783569   480.4572449
   75604    54.5866814    22.3491192     0.3465743     0.2313503     6.6533370    40.4697952   127.3936539   229.2982178   452.5891113
   79306    39.2030602     2.1265860     0.3526139     0.2446512     9.9556007    40.8190079   144.2149811   251.9861450   489.5446472
   80351    64.7737808    46.2297401     0.3559353     0.2938234     7.1821623    40.6928253   179.8982086   211.3758698   742.2817993
   81288    46.5721283    25.6396103     0.3587994     0.2196426     8.9440317    45.1216965   168.7644043   320.8975525   593.9760742
   84492    39.1085205    11.5224705     0.3619884     0.1730208     8.2856083    42.8590584    95.9980240   256.9235535   447.5545044
   85273    18.0199909    49.5539207     0.3640429     0.1936917     8.7310190    44.9301872   106.3899841   308.3922119   506.0385437
   85816     8.2359734    29.8272209     0.3656330     0.3079832    12.6639748    52.2458115   181.9825439   428.5625305   905.5664673
