60.677706   24.113626  0.00392  4.42496e+03  3.89204e+02  1.57355e+02  1.05241e+02  7.68397e+01  6.36603e+01  5.27916e+01  
35.990114    1.873664  0.00898  3.73447e+02  6.43923e+01  7.50288e+01  7.35983e+01  6.44775e+01  5.59504e+01  4.61004e+01  
21.787922    2.079422  0.01102  1.44103e+02  1.22460e+01  5.06376e+00  3.40129e+00  2.48598e+00  2.06001e+00  1.70843e+00  
22.171730    1.637426  0.01102  8.68287e+02  7.48106e+01  3.07179e+01  2.06198e+01  1.50695e+01  1.24872e+01  1.03561e+01  
33.278435    3.147957  0.02281  9.28807e+01  9.86529e+00  3.21274e+00  2.07642e+00  1.50560e+00  1.24599e+00  1.03290e+00  
60.185721   17.368175  0.02229  1.41542e+02  1.20339e+01  4.98446e+00  3.34802e+00  2.44704e+00  2.02774e+00  1.68168e+00  
23.988735   30.762582  0.02302  4.87636e+01  6.89657e+00  1.82580e+00  1.03784e+00  7.10609e-01  5.78240e-01  4.75266e-01  
68.940662   50.198586  0.02480  1.45453e+01  1.23189e+00  4.96972e-01  3.33477e-01  2.43713e-01  2.01951e-01  1.67484e-01  
35.382959    3.457742  0.02125  1.13708e+02  9.78358e+00  4.06221e+00  2.72864e+00  1.99435e+00  1.65262e+00  1.37057e+00  
39.335338    0.487526  0.02166  7.84767e+01  1.13417e+01  8.82568e+00  6.85341e+00  4.94529e+00  3.82508e+00  2.83105e+00  
81.715325    2.677888  0.02344  1.89470e+01  1.67963e+00  6.71892e-01  4.48403e-01  3.27177e-01  2.71018e-01  2.24731e-01  
81.789139    2.612641  0.02344  1.80799e+01  1.57063e+00  6.45508e-01  4.33325e-01  3.16694e-01  2.62428e-01  2.17640e-01  
58.774537   13.198531  0.02219  1.72527e+01  1.48053e+00  6.07144e-01  4.07408e-01  2.97718e-01  2.46697e-01  2.04592e-01  
59.968097    0.987977  0.02459  4.15043e+02  3.56137e+01  1.47053e+01  9.87416e+00  7.21655e+00  5.97995e+00  4.95936e+00  
56.119081    6.495560  0.02386  1.96580e+03  1.69599e+02  7.01988e+01  4.71366e+01  3.44494e+01  2.85461e+01  2.36742e+01  
45.361652    9.557381  0.02334  1.28653e+02  1.10365e+01  4.56241e+00  3.06410e+00  2.23949e+00  1.85575e+00  1.53904e+00  
75.899583   16.023690  0.02428  8.96414e+01  7.96068e+00  3.22169e+00  2.14765e+00  1.56577e+00  1.29667e+00  1.07508e+00  
76.418698   16.081303  0.02428  3.44465e+01  2.96566e+00  1.22327e+00  8.21338e-01  6.00275e-01  4.97414e-01  4.12522e-01  
76.117872   15.917994  0.02428  3.67141e+01  3.38811e+00  1.42588e+00  9.34860e-01  6.67236e-01  5.46097e-01  4.48574e-01  
